IPFROM,IPTO,REGI,ASSIGX,CTRY,CNTRY,PAIS
3237683200,3237683455,ARIN,722044800,US,USA,UNITED
3237683456,3237683711,ARIN,790819200,US,USA,UNITED
3237683712,3237683967,ARIN,722044800,US,USA,UNITED
3237683968,3237684223,ARIN,722044800,US,USA,UNITED
3237684224,3237684479,ARIN,722044800,US,USA,UNITED
3237684480,3237684735,ARIN,722131200,US,USA,UNITED
3237684736,3237684991,ARIN,722131200,US,USA,UNITED
3237684992,3237685247,LACNIC,722217600,CL,CHL,CHILE
3237685248,3237685503,ARIN,722217600,US,USA,UNITED
3237685504,3237685759,ARIN,722217600,US,USA,UNITED
3237685760,3237686015,ARIN,722217600,US,USA,UNITED
3237686016,3237686271,ARIN,722563200,US,USA,UNITED
3237686272,3237686527,ARIN,722563200,US,USA,UNITED
3237686528,3237686783,ARIN,722563200,US,USA,UNITED
3237686784,3237687039,ARIN,722563200,US,USA,UNITED
3237687040,3237687295,ARIN,722563200,US,USA,UNITED
3237687296,3237687551,ARIN,722563200,US,USA,UNITED
3237687552,3237687807,ARIN,722563200,US,USA,UNITED
3237687808,3237688063,ARIN,722563200,US,USA,UNITED
3237688064,3237688319,ARIN,722563200,US,USA,UNITED
3237688320,3237688575,ARIN,722563200,CA,CAN,CANADA
3237688576,3237688831,ARIN,722563200,CA,CAN,CANADA
3237688832,3237689087,ARIN,722563200,CA,CAN,CANADA
3237689088,3237689343,ARIN,722563200,CA,CAN,CANADA
3237689344,3237689599,ARIN,722563200,US,USA,UNITED
3237689600,3237689855,ARIN,722563200,US,USA,UNITED
3237689856,3237690111,ARIN,722563200,US,USA,UNITED
3237690112,3237690367,ARIN,722563200,US,USA,UNITED
3237690368,3237690623,ARIN,722563200,US,USA,UNITED
3237690624,3237690879,RIPE,722563200,EU,EU,EUROPEAN
3237690880,3237691135,RIPE,722563200,EU,EU,EUROPEAN
3237691136,3237691391,RIPE,722563200,EU,EU,EUROPEAN
3237691392,3237691647,RIPE,722563200,EU,EU,EUROPEAN
3237691648,3237691903,RIPE,722563200,EU,EU,EUROPEAN
3237691904,3237692159,ARIN,722563200,US,USA,UNITED
3237692160,3237692415,ARIN,722563200,US,USA,UNITED
3237692416,3237692671,ARIN,722563200,US,USA,UNITED
3237692672,3237692927,ARIN,722563200,US,USA,UNITED
3237692928,3237693183,ARIN,722563200,US,USA,UNITED
3237693184,3237693439,ARIN,722563200,US,USA,UNITED
3237693440,3237693695,ARIN,722563200,US,USA,UNITED
3237693696,3237693951,ARIN,722563200,US,USA,UNITED
3237693952,3237694207,ARIN,722563200,US,USA,UNITED
3237694208,3237694463,ARIN,722563200,US,USA,UNITED
3237694464,3237694719,ARIN,722563200,US,USA,UNITED
3237694720,3237694975,ARIN,722563200,US,USA,UNITED
3237694976,3237695231,ARIN,722649600,US,USA,UNITED
3237695232,3237695487,ARIN,722649600,US,USA,UNITED
3237695488,3237695743,ARIN,722649600,US,USA,UNITED
3237695744,3237695999,ARIN,722649600,US,USA,UNITED
3237696000,3237696255,ARIN,722649600,US,USA,UNITED
3237696256,3237696511,ARIN,722649600,US,USA,UNITED
3237696512,3237696767,ARIN,722649600,US,USA,UNITED
3237696768,3237697023,ARIN,722649600,US,USA,UNITED
3237697024,3237697279,ARIN,722649600,US,USA,UNITED
3237697280,3237697535,ARIN,722649600,US,USA,UNITED
3237697536,3237697791,ARIN,722649600,US,USA,UNITED
3237697792,3237698047,ARIN,722649600,US,USA,UNITED
3237698048,3237698303,ARIN,722649600,US,USA,UNITED
3237698304,3237698559,ARIN,722649600,CA,CAN,CANADA
3237698560,3237698815,ARIN,722649600,US,USA,UNITED
3237698816,3237699071,ARIN,722649600,US,USA,UNITED
3237699072,3237699327,ARIN,722649600,US,USA,UNITED
3237699328,3237699583,ARIN,722822400,US,USA,UNITED
3237699584,3237699839,ARIN,722822400,US,USA,UNITED
3237699840,3237700095,ARIN,722822400,US,USA,UNITED
3237700096,3237700351,ARIN,722822400,US,USA,UNITED
3237700352,3237700607,ARIN,722822400,US,USA,UNITED
3237700608,3237700863,ARIN,722822400,US,USA,UNITED
3237700864,3237701119,ARIN,722822400,US,USA,UNITED
3237701120,3237701375,ARIN,722822400,US,USA,UNITED
3237701376,3237701631,ARIN,722822400,US,USA,UNITED
3237702400,3237702655,ARIN,722822400,US,USA,UNITED
3237702656,3237702911,ARIN,722822400,US,USA,UNITED
3237702912,3237703167,ARIN,722822400,US,USA,UNITED
3237703168,3237703423,ARIN,722822400,US,USA,UNITED
3237703424,3237703679,ARIN,722822400,US,USA,UNITED
3237703680,3237703935,ARIN,722822400,US,USA,UNITED
3237703936,3237704191,ARIN,722822400,US,USA,UNITED
3237704192,3237704447,ARIN,722822400,US,USA,UNITED
3237704448,3237704703,ARIN,722822400,US,USA,UNITED
3237704704,3237704959,ARIN,722822400,US,USA,UNITED
3237704960,3237705215,ARIN,722822400,US,USA,UNITED
3237705216,3237705471,ARIN,722822400,US,USA,UNITED
3237705472,3237705727,ARIN,722822400,US,USA,UNITED
3237705728,3237705983,ARIN,722822400,US,USA,UNITED
3237705984,3237706239,ARIN,722822400,US,USA,UNITED
3237706240,3237706495,ARIN,722822400,US,USA,UNITED
3237706496,3237706751,ARIN,722822400,US,USA,UNITED
3237706752,3237707007,ARIN,722822400,US,USA,UNITED
3237707008,3237707263,ARIN,722822400,US,USA,UNITED
3237707264,3237707519,ARIN,722822400,US,USA,UNITED
3237707520,3237707775,ARIN,722822400,US,USA,UNITED
3237708032,3237708287,ARIN,722822400,US,USA,UNITED
3237708288,3237708543,ARIN,722822400,US,USA,UNITED
3237708544,3237708799,ARIN,722822400,US,USA,UNITED
3237708800,3237710079,ARIN,723081600,US,USA,UNITED
3237710080,3237710335,ARIN,723340800,US,USA,UNITED
3237710336,3237710591,ARIN,723340800,US,USA,UNITED
3237710592,3237710847,ARIN,723340800,US,USA,UNITED
3237710848,3237711103,ARIN,723340800,US,USA,UNITED
3237711104,3237711359,ARIN,723340800,US,USA,UNITED
3237711360,3237711615,ARIN,723340800,US,USA,UNITED
3237711616,3237711871,ARIN,802051200,US,USA,UNITED
3237711872,3237712127,ARIN,723340800,US,USA,UNITED
3237712128,3237712383,ARIN,723340800,US,USA,UNITED
3237712384,3237712639,ARIN,723340800,US,USA,UNITED
3237712640,3237712895,ARIN,723340800,US,USA,UNITED
3237712896,3237713151,APNIC,723340800,AU,AUS,AUSTRALIA
3237713152,3237713407,ARIN,723340800,US,USA,UNITED
3237713408,3237713663,ARIN,723340800,US,USA,UNITED
3237713664,3237713919,ARIN,723340800,US,USA,UNITED
3237713920,3237714175,ARIN,723340800,US,USA,UNITED
3237714176,3237714431,ARIN,723340800,US,USA,UNITED
3237714432,3237714687,ARIN,723340800,US,USA,UNITED
3237714688,3237714943,ARIN,723340800,US,USA,UNITED
3237714944,3237715199,ARIN,723340800,US,USA,UNITED
3237715200,3237715455,ARIN,723340800,US,USA,UNITED
3237715456,3237715711,ARIN,723340800,US,USA,UNITED
3237715712,3237715967,ARIN,723340800,US,USA,UNITED
3237715968,3237716223,ARIN,723340800,US,USA,UNITED
3237716224,3237716479,ARIN,723340800,US,USA,UNITED
3237716480,3237716735,ARIN,723340800,US,USA,UNITED
3237716736,3237716991,ARIN,723427200,US,USA,UNITED
3237716992,3237717247,ARIN,723686400,CA,CAN,CANADA
3237717248,3237717503,ARIN,723686400,US,USA,UNITED
3237717504,3237717759,ARIN,723686400,CA,CAN,CANADA
3237717760,3237718015,ARIN,723686400,US,USA,UNITED
3237718016,3237718271,ARIN,723772800,US,USA,UNITED
3237718272,3237718527,ARIN,723772800,US,USA,UNITED
3237718528,3237718783,ARIN,723772800,US,USA,UNITED
3237718784,3237719039,ARIN,723772800,US,USA,UNITED
3237719040,3237719295,ARIN,723772800,US,USA,UNITED
3237719296,3237719551,ARIN,723772800,US,USA,UNITED
3237719552,3237719807,ARIN,723772800,US,USA,UNITED
3237719808,3237720063,ARIN,723772800,US,USA,UNITED
3237720064,3237720319,ARIN,723772800,US,USA,UNITED
3237720320,3237720575,ARIN,723772800,US,USA,UNITED
3237720576,3237720831,ARIN,723772800,US,USA,UNITED
3237720832,3237721087,ARIN,723772800,US,USA,UNITED
3237721088,3237721343,ARIN,723772800,US,USA,UNITED
3237721344,3237721599,ARIN,723772800,US,USA,UNITED
3237721600,3237721855,ARIN,723772800,US,USA,UNITED
3237721856,3237722111,ARIN,723772800,US,USA,UNITED
3237722112,3237722367,ARIN,723772800,US,USA,UNITED
3237722368,3237722623,ARIN,723772800,US,USA,UNITED
3237722624,3237722879,ARIN,723772800,US,USA,UNITED
3237722880,3237723135,ARIN,723772800,US,USA,UNITED
3237723136,3237723391,ARIN,723772800,US,USA,UNITED
3237723392,3237723647,ARIN,723772800,US,USA,UNITED
3237723648,3237723903,ARIN,723772800,US,USA,UNITED
3237723904,3237724159,ARIN,723772800,US,USA,UNITED
3237724160,3237724415,ARIN,726105600,US,USA,UNITED
3237724416,3237724671,ARIN,726364800,US,USA,UNITED
3237724672,3237724927,ARIN,726364800,US,USA,UNITED
3237724928,3237725183,APNIC,726364800,AU,AUS,AUSTRALIA
3237725184,3237725439,ARIN,726364800,CA,CAN,CANADA
3237725440,3237725695,ARIN,726364800,US,USA,UNITED
3237726464,3237726719,APNIC,726364800,AU,AUS,AUSTRALIA
3237726720,3237726975,AFRINIC,726364800,GH,GHA,GHANA
3237726976,3237727231,ARIN,726710400,US,USA,UNITED
3237727232,3237727487,APNIC,726710400,AU,AUS,AUSTRALIA
3237727488,3237727743,APNIC,726710400,AU,AUS,AUSTRALIA
3237727744,3237727999,APNIC,726710400,AU,AUS,AUSTRALIA
3237728000,3237728255,APNIC,726710400,AU,AUS,AUSTRALIA
3237728256,3237728511,ARIN,726969600,US,USA,UNITED
3237728512,3237728767,ARIN,726969600,US,USA,UNITED
3237728768,3237729023,ARIN,726969600,US,USA,UNITED
3237729024,3237729279,ARIN,726969600,US,USA,UNITED
3237729280,3237729535,ARIN,726969600,US,USA,UNITED
3237729536,3237729791,ARIN,727056000,US,USA,UNITED
3237729792,3237730047,ARIN,727401600,US,USA,UNITED
3237730048,3237730303,ARIN,727401600,US,USA,UNITED
3237730304,3237730559,ARIN,727401600,US,USA,UNITED
3237730560,3237730815,ARIN,727401600,US,USA,UNITED
3237730816,3237731071,ARIN,727401600,US,USA,UNITED
3237731072,3237731327,ARIN,727488000,US,USA,UNITED
3237731328,3237731583,ARIN,727488000,US,USA,UNITED
3237731584,3237731839,ARIN,727488000,US,USA,UNITED
3237731840,3237732095,ARIN,727488000,US,USA,UNITED
3237732096,3237732351,ARIN,727488000,US,USA,UNITED
3237732352,3237732607,ARIN,727488000,US,USA,UNITED
3237732608,3237732863,ARIN,727660800,US,USA,UNITED
3237732864,3237733119,RIPE,728179200,EU,EU,EUROPEAN
3237733120,3237733375,APNIC,728265600,TH,THA,THAILAND
3237733376,3237733631,APNIC,728265600,TH,THA,THAILAND
3237733632,3237733887,APNIC,728265600,AU,AUS,AUSTRALIA
3237733888,3237734143,APNIC,1195689600,NZ,NZL,NEW
3237734144,3237734399,ARIN,728265600,CA,CAN,CANADA
3237734400,3237734655,ARIN,728352000,US,USA,UNITED
3237734656,3237734911,ARIN,728352000,US,USA,UNITED
3237734912,3237735167,ARIN,728352000,US,USA,UNITED
3237735168,3237735423,ARIN,728352000,US,USA,UNITED
3237735424,3237735679,ARIN,728352000,US,USA,UNITED
3237740544,3237742591,ARIN,722217600,US,USA,UNITED
3237742592,3237744639,ARIN,722217600,US,USA,UNITED
3237744640,3237748735,ARIN,721008000,US,USA,UNITED
3237748736,3237756927,ARIN,721526400,US,USA,UNITED
3237756928,3237773311,ARIN,722563200,US,USA,UNITED
3237806336,3237857535,ARIN,721267200,US,USA,UNITED
3237871616,3237875711,ARIN,721872000,US,USA,UNITED
3237875712,3237879807,ARIN,722563200,US,USA,UNITED
3237879808,3237887999,ARIN,722217600,US,USA,UNITED
3238002688,3238002943,RIPE,746841600,EU,EU,EUROPEAN
3238002944,3238003199,RIPE,840067200,EU,EU,EUROPEAN
3238003200,3238003455,RIPE,840067200,EU,EU,EUROPEAN
3238003456,3238003711,RIPE,948931200,EU,EU,EUROPEAN
3238003712,3238004223,RIPE,840067200,EU,EU,EUROPEAN
3238004224,3238005759,RIPE,746841600,EU,EU,EUROPEAN
3238005760,3238006271,RIPE,746841600,EU,EU,EUROPEAN
3238006272,3238006527,RIPE,858729600,EU,EU,EUROPEAN
3238006528,3238006783,RIPE,746841600,EU,EU,EUROPEAN
3238006784,3238010879,RIPE,746841600,EU,EU,EUROPEAN
3238010880,3238017023,RIPE,884217600,CH,CHE,SWITZERLAND
3238017024,3238018303,RIPE,885427200,DK,DNK,DENMARK
3238018304,3238018559,RIPE,885945600,TR,TUR,TURKEY
3238018560,3238019071,RIPE,887241600,EU,EU,EUROPEAN
3238019072,3238035455,RIPE,891993600,PL,POL,POLAND
3238035456,3238060031,RIPE,919987200,FR,FRA,FRANCE
3238060032,3238060287,RIPE,1106611200,CH,CHE,SWITZERLAND
3238060288,3238060543,RIPE,1143676800,RO,ROM,ROMANIA
3238060544,3238060799,RIPE,1106784000,HU,HUN,HUNGARY
3238060800,3238061055,RIPE,1106784000,UA,UKR,UKRAINE
3238061056,3238061311,RIPE,1028160000,UA,UKR,UKRAINE
3238061312,3238061567,RIPE,1028160000,GB,GBR,UNITED
3238061568,3238061823,RIPE,1028160000,AT,AUT,AUSTRIA
3238061824,3238062079,RIPE,1028160000,CZ,CZE,CZECH
3238062080,3238062591,RIPE,1010361600,DE,DEU,GERMANY
3238062592,3238062847,RIPE,1028246400,GB,GBR,UNITED
3238062848,3238063103,RIPE,1028246400,SE,SWE,SWEDEN
3238063104,3238063359,RIPE,1028246400,PL,POL,POLAND
3238063360,3238063615,RIPE,1028246400,CH,CHE,SWITZERLAND
3238063616,3238063871,RIPE,1028592000,DE,DEU,GERMANY
3238063872,3238064127,RIPE,1028678400,GB,GBR,UNITED
3238064128,3238064383,RIPE,1028678400,UA,UKR,UKRAINE
3238064384,3238064639,RIPE,1041465600,ES,ESP,SPAIN
3238064640,3238064895,RIPE,1028678400,PL,POL,POLAND
3238064896,3238065151,RIPE,1028764800,DK,DNK,DENMARK
3238065152,3238065407,RIPE,1029110400,SI,SVN,SLOVENIA
3238065408,3238065663,RIPE,1029283200,FR,FRA,FRANCE
3238065664,3238065919,RIPE,1141084800,DE,DEU,GERMANY
3238065920,3238066175,RIPE,1029196800,UA,UKR,UKRAINE
3238066176,3238066431,RIPE,1029369600,DE,DEU,GERMANY
3238066432,3238066687,RIPE,1029888000,GB,GBR,UNITED
3238066688,3238066943,RIPE,1029456000,DE,DEU,GERMANY
3238066944,3238067199,RIPE,1029801600,LT,LTU,LITHUANIA
3238067200,3238067455,RIPE,1029888000,SE,SWE,SWEDEN
3238067456,3238067711,RIPE,1029888000,SE,SWE,SWEDEN
3238067712,3238067967,RIPE,1029974400,AT,AUT,AUSTRIA
3238067968,3238068223,RIPE,1029974400,GB,GBR,UNITED
3238068224,3238133759,RIPE,746841600,IE,IRL,IRELAND
3238133760,3238199295,RIPE,746841600,SI,SVN,SLOVENIA
3238199296,3238264831,RIPE,746841600,DK,DNK,DENMARK
3238264832,3238330367,RIPE,746841600,IS,ISL,ICELAND
3238330368,3238395903,RIPE,864604800,CH,CHE,SWITZERLAND
3238395904,3238461439,RIPE,817603200,HU,HUN,HUNGARY
3238461440,3238494207,RIPE,757641600,DE,DEU,GERMANY
3238494208,3238502399,RIPE,760147200,DE,DEU,GERMANY
3238502400,3238504447,RIPE,1069804800,RU,RUS,RUSSIAN
3238504448,3238506495,RIPE,1069891200,DE,DEU,GERMANY
3238506496,3238508543,RIPE,1070236800,DE,DEU,GERMANY
3238508544,3238510591,RIPE,1070496000,DE,DEU,GERMANY
3238510592,3238518783,RIPE,757728000,DE,DEU,GERMANY
3238518784,3238526975,RIPE,757728000,DE,DEU,GERMANY
3238526976,3238527231,RIPE,746841600,CH,CHE,SWITZERLAND
3238527232,3238529279,RIPE,746841600,CH,CHE,SWITZERLAND
3238529280,3238530047,RIPE,746841600,CH,CHE,SWITZERLAND
3238530048,3238530559,RIPE,746841600,CH,CHE,SWITZERLAND
3238530560,3238530815,RIPE,746841600,CH,CHE,SWITZERLAND
3238530816,3238531071,RIPE,746841600,CH,CHE,SWITZERLAND
3238531072,3238535167,RIPE,746841600,CH,CHE,SWITZERLAND
3238535168,3238536703,RIPE,746841600,CH,CHE,SWITZERLAND
3238536704,3238536959,RIPE,746841600,CH,CHE,SWITZERLAND
3238536960,3238539263,RIPE,746841600,CH,CHE,SWITZERLAND
3238539264,3238540799,RIPE,746841600,CH,CHE,SWITZERLAND
3238540800,3238541567,RIPE,746841600,CH,CHE,SWITZERLAND
3238541568,3238541823,RIPE,746841600,CH,CHE,SWITZERLAND
3238541824,3238542591,RIPE,746841600,CH,CHE,SWITZERLAND
3238542592,3238542847,RIPE,746841600,CH,CHE,SWITZERLAND
3238542848,3238543103,RIPE,746841600,CH,CHE,SWITZERLAND
3238543104,3238543359,RIPE,746841600,CH,CHE,SWITZERLAND
3238543360,3238544383,RIPE,746841600,CH,CHE,SWITZERLAND
3238544384,3238545407,RIPE,746841600,CH,CHE,SWITZERLAND
3238545408,3238545919,RIPE,746841600,CH,CHE,SWITZERLAND
3238545920,3238546431,RIPE,746841600,CH,CHE,SWITZERLAND
3238546432,3238546943,RIPE,746841600,CH,CHE,SWITZERLAND
3238546944,3238547455,RIPE,746841600,CH,CHE,SWITZERLAND
3238547456,3238548479,RIPE,746841600,CH,CHE,SWITZERLAND
3238548480,3238548991,RIPE,746841600,CH,CHE,SWITZERLAND
3238548992,3238549503,RIPE,746841600,CH,CHE,SWITZERLAND
3238549504,3238550527,RIPE,746841600,CH,CHE,SWITZERLAND
3238550528,3238550783,RIPE,746841600,CH,CHE,SWITZERLAND
3238550784,3238551295,RIPE,746841600,CH,CHE,SWITZERLAND
3238551296,3238551551,RIPE,746841600,CH,CHE,SWITZERLAND
3238551552,3238555647,RIPE,746841600,CH,CHE,SWITZERLAND
3238555648,3238555903,RIPE,746841600,CH,CHE,SWITZERLAND
3238555904,3238557183,RIPE,746841600,CH,CHE,SWITZERLAND
3238557184,3238557439,RIPE,746841600,CH,CHE,SWITZERLAND
3238557440,3238557695,RIPE,746841600,CH,CHE,SWITZERLAND
3238557696,3238558719,RIPE,746841600,CH,CHE,SWITZERLAND
3238558720,3238559231,RIPE,746841600,CH,CHE,SWITZERLAND
3238559232,3238559487,RIPE,746841600,CH,CHE,SWITZERLAND
3238559488,3238559743,RIPE,746841600,CH,CHE,SWITZERLAND
3238559744,3238560255,RIPE,746841600,CH,CHE,SWITZERLAND
3238560256,3238560767,RIPE,746841600,CH,CHE,SWITZERLAND
3238560768,3238561791,RIPE,746841600,CH,CHE,SWITZERLAND
3238561792,3238562303,RIPE,746841600,CH,CHE,SWITZERLAND
3238562304,3238562559,RIPE,746841600,CH,CHE,SWITZERLAND
3238562560,3238562815,RIPE,746841600,CH,CHE,SWITZERLAND
3238562816,3238563583,RIPE,746841600,CH,CHE,SWITZERLAND
3238563584,3238563839,RIPE,746841600,CH,CHE,SWITZERLAND
3238563840,3238564863,RIPE,746841600,CH,CHE,SWITZERLAND
3238564864,3238568959,RIPE,746841600,CH,CHE,SWITZERLAND
3238568960,3238569215,RIPE,746841600,CH,CHE,SWITZERLAND
3238569216,3238569471,RIPE,746841600,CH,CHE,SWITZERLAND
3238569472,3238569727,RIPE,746841600,CH,CHE,SWITZERLAND
3238569728,3238569983,RIPE,746841600,CH,CHE,SWITZERLAND
3238569984,3238570495,RIPE,746841600,CH,CHE,SWITZERLAND
3238570496,3238570751,RIPE,746841600,CH,CHE,SWITZERLAND
3238570752,3238571007,RIPE,746841600,CH,CHE,SWITZERLAND
3238571008,3238571263,RIPE,746841600,CH,CHE,SWITZERLAND
3238571264,3238571519,RIPE,746841600,CH,CHE,SWITZERLAND
3238571520,3238571775,RIPE,746841600,CH,CHE,SWITZERLAND
3238571776,3238572031,RIPE,746841600,CH,CHE,SWITZERLAND
3238572032,3238572287,RIPE,746841600,CH,CHE,SWITZERLAND
3238572288,3238572543,RIPE,746841600,CH,CHE,SWITZERLAND
3238572544,3238572799,RIPE,746841600,CH,CHE,SWITZERLAND
3238572800,3238573567,RIPE,746841600,CH,CHE,SWITZERLAND
3238573568,3238574079,RIPE,746841600,CH,CHE,SWITZERLAND
3238574080,3238574591,RIPE,746841600,CH,CHE,SWITZERLAND
3238574592,3238575103,RIPE,746841600,CH,CHE,SWITZERLAND
3238575104,3238575615,RIPE,746841600,CH,CHE,SWITZERLAND
3238575616,3238576127,RIPE,746841600,CH,CHE,SWITZERLAND
3238576128,3238576383,RIPE,746841600,CH,CHE,SWITZERLAND
3238576384,3238576639,RIPE,746841600,CH,CHE,SWITZERLAND
3238576640,3238576895,RIPE,746841600,CH,CHE,SWITZERLAND
3238576896,3238577151,RIPE,746841600,CH,CHE,SWITZERLAND
3238577152,3238577407,RIPE,746841600,CH,CHE,SWITZERLAND
3238577408,3238577663,RIPE,746841600,CH,CHE,SWITZERLAND
3238577664,3238578175,RIPE,746841600,CH,CHE,SWITZERLAND
3238578176,3238578431,RIPE,746841600,CH,CHE,SWITZERLAND
3238578432,3238578687,RIPE,746841600,CH,CHE,SWITZERLAND
3238578688,3238578943,RIPE,746841600,CH,CHE,SWITZERLAND
3238578944,3238579199,RIPE,746841600,CH,CHE,SWITZERLAND
3238579200,3238579455,RIPE,746841600,CH,CHE,SWITZERLAND
3238579456,3238579711,RIPE,746841600,CH,CHE,SWITZERLAND
3238579712,3238579967,RIPE,746841600,CH,CHE,SWITZERLAND
3238579968,3238580223,RIPE,746841600,CH,CHE,SWITZERLAND
3238580224,3238580479,RIPE,746841600,CH,CHE,SWITZERLAND
3238580480,3238580735,RIPE,746841600,CH,CHE,SWITZERLAND
3238580736,3238580991,RIPE,746841600,CH,CHE,SWITZERLAND
3238580992,3238581247,RIPE,746841600,CH,CHE,SWITZERLAND
3238581248,3238581503,RIPE,746841600,CH,CHE,SWITZERLAND
3238581504,3238581759,RIPE,746841600,CH,CHE,SWITZERLAND
3238581760,3238582015,RIPE,746841600,CH,CHE,SWITZERLAND
3238582016,3238582271,RIPE,746841600,CH,CHE,SWITZERLAND
3238582272,3238582783,RIPE,746841600,CH,CHE,SWITZERLAND
3238582784,3238583039,RIPE,746841600,CH,CHE,SWITZERLAND
3238583040,3238583295,RIPE,746841600,CH,CHE,SWITZERLAND
3238583296,3238583807,RIPE,746841600,CH,CHE,SWITZERLAND
3238583808,3238584063,RIPE,746841600,CH,CHE,SWITZERLAND
3238584064,3238584319,RIPE,746841600,CH,CHE,SWITZERLAND
3238584320,3238584575,RIPE,746841600,CH,CHE,SWITZERLAND
3238584576,3238584831,RIPE,746841600,CH,CHE,SWITZERLAND
3238584832,3238585087,RIPE,746841600,CH,CHE,SWITZERLAND
3238585088,3238585343,RIPE,746841600,CH,CHE,SWITZERLAND
3238585344,3238585855,RIPE,746841600,CH,CHE,SWITZERLAND
3238585856,3238586111,RIPE,746841600,CH,CHE,SWITZERLAND
3238586112,3238586367,RIPE,746841600,CH,CHE,SWITZERLAND
3238586368,3238586623,RIPE,746841600,CH,CHE,SWITZERLAND
3238586624,3238586879,RIPE,746841600,CH,CHE,SWITZERLAND
3238586880,3238587135,RIPE,746841600,CH,CHE,SWITZERLAND
3238587136,3238587391,RIPE,746841600,CH,CHE,SWITZERLAND
3238587392,3238587647,RIPE,746841600,CH,CHE,SWITZERLAND
3238587648,3238587903,RIPE,746841600,CH,CHE,SWITZERLAND
3238587904,3238588159,RIPE,746841600,CH,CHE,SWITZERLAND
3238588160,3238588415,RIPE,746841600,CH,CHE,SWITZERLAND
3238588416,3238588671,RIPE,746841600,CH,CHE,SWITZERLAND
3238588672,3238588927,RIPE,746841600,CH,CHE,SWITZERLAND
3238588928,3238589183,RIPE,746841600,CH,CHE,SWITZERLAND
3238589184,3238589439,RIPE,746841600,CH,CHE,SWITZERLAND
3238589440,3238589695,RIPE,746841600,CH,CHE,SWITZERLAND
3238589696,3238589951,RIPE,746841600,CH,CHE,SWITZERLAND
3238589952,3238590207,RIPE,746841600,CH,CHE,SWITZERLAND
3238590208,3238590463,RIPE,746841600,CH,CHE,SWITZERLAND
3238590464,3238590719,RIPE,746841600,CH,CHE,SWITZERLAND
3238590720,3238590975,RIPE,746841600,CH,CHE,SWITZERLAND
3238590976,3238591231,RIPE,746841600,CH,CHE,SWITZERLAND
3238591232,3238591487,RIPE,746841600,CH,CHE,SWITZERLAND
3238591488,3238591999,RIPE,746841600,CH,CHE,SWITZERLAND
3238592000,3238592255,RIPE,746841600,CH,CHE,SWITZERLAND
3238592256,3238592511,RIPE,746841600,CH,CHE,SWITZERLAND
3238592512,3238592767,RIPE,1102032000,GB,GBR,UNITED
3238592768,3238594559,RIPE,746841600,EU,EU,EUROPEAN
3238594560,3238595583,RIPE,746841600,EU,EU,EUROPEAN
3238595584,3238595839,RIPE,746841600,EU,EU,EUROPEAN
3238595840,3238596095,RIPE,746841600,EU,EU,EUROPEAN
3238596096,3238596351,RIPE,746841600,EU,EU,EUROPEAN
3238596352,3238596607,RIPE,746841600,EU,EU,EUROPEAN
3238599168,3238599679,RIPE,1229904000,HU,HUN,HUNGARY
3238599936,3238600703,RIPE,1232496000,HU,HUN,HUNGARY
3238600704,3238604799,RIPE,746841600,EU,EU,EUROPEAN
3238604800,3238608895,RIPE,746841600,EU,EU,EUROPEAN
3238608896,3238621183,RIPE,746841600,EU,EU,EUROPEAN
3238621184,3238622975,RIPE,746841600,EU,EU,EUROPEAN
3238622976,3238623231,RIPE,823046400,GB,GBR,UNITED
3238623232,3238623487,RIPE,818294400,GB,GBR,UNITED
3238623488,3238623743,RIPE,1103500800,PL,POL,POLAND
3238623744,3238623999,RIPE,1103587200,CH,CHE,SWITZERLAND
3238624000,3238624255,RIPE,1103587200,PL,POL,POLAND
3238624256,3238625279,RIPE,826243200,EU,EU,EUROPEAN
3238625280,3238630399,RIPE,746841600,EU,EU,EUROPEAN
3238630400,3238630655,RIPE,746841600,EU,EU,EUROPEAN
3238630656,3238630911,RIPE,746841600,EU,EU,EUROPEAN
3238630912,3238631167,RIPE,746841600,EU,EU,EUROPEAN
3238631168,3238631423,RIPE,746841600,EU,EU,EUROPEAN
3238631424,3238632959,RIPE,746841600,EU,EU,EUROPEAN
3238632960,3238633215,RIPE,1125360000,UA,UKR,UKRAINE
3238633216,3238633471,RIPE,1103587200,DK,DNK,DENMARK
3238633472,3238657791,RIPE,746841600,EU,EU,EUROPEAN
3238657792,3238658047,RIPE,746841600,EU,EU,EUROPEAN
3238658048,3238723583,RIPE,746841600,SE,SWE,SWEDEN
3238723584,3238789119,RIPE,942969600,SE,SWE,SWEDEN
3238789120,3238854655,RIPE,746841600,SE,SWE,SWEDEN
3238854656,3238920191,RIPE,766800000,SE,SWE,SWEDEN
3238920192,3238985727,RIPE,820540800,SE,SWE,SWEDEN
3238985728,3239051263,RIPE,820540800,SE,SWE,SWEDEN
3239051264,3239051519,RIPE,1067385600,CH,CHE,SWITZERLAND
3239051520,3239051775,RIPE,712368000,DE,DEU,GERMANY
3239051776,3239052031,RIPE,712368000,DE,DEU,GERMANY
3239052032,3239052287,RIPE,712368000,DE,DEU,GERMANY
3239052288,3239052543,RIPE,712368000,DE,DEU,GERMANY
3239052544,3239052799,RIPE,712368000,DE,DEU,GERMANY
3239052800,3239053055,RIPE,712368000,DE,DEU,GERMANY
3239053056,3239053311,RIPE,712368000,DE,DEU,GERMANY
3239053312,3239053567,RIPE,712368000,DE,DEU,GERMANY
